age,transaction_amount,account_balance,num_transactions_today,is_foreign_transaction,transaction_hour,prev_fraud_flag,merchant_distance_km,merchant_risk_score,is_fraud
55,9.07,43402.44,1,0,20,0,367.41,0.0248,0
54,59.15,13091.01,8,0,13,0,335.92,0.4378,0
65,289.5,18457.86,9,0,12,0,419.87,0.4001,0
79,196.17,11842.22,1,0,21,0,133.87,0.1513,0
74,330.71,39219.66,7,0,4,0,83.95,0.0919,0
65,391.33,44753.24,9,0,22,0,279.29,0.3165,0
27,260.42,21457.53,9,1,13,0,130.78,0.2216,0
58,237.17,42855.06,6,0,20,0,215.47,0.2414,0
53,212.42,18054.52,8,0,17,0,112.3,0.012,0
46,105.75,13323.63,15,0,6,0,389.03,0.095,0
31,465.73,23541.23,2,1,23,0,288.57,0.0626,1
21,363.16,25739.32,13,0,18,1,156.8,0.2204,0
61,442.16,532.91,5,0,8,0,470.03,0.146,0
73,5.53,35115.7,7,0,5,0,92.75,0.265,0
59,190.06,7295.48,2,0,6,0,201.17,0.2016,0
53,256.84,12638.73,18,0,16,0,342.2,0.1348,0
67,491.58,33688.23,4,0,7,0,88.41,0.0929,0
62,120.64,48668.95,9,0,6,0,54.63,0.0382,0
30,294.14,46637.41,19,0,7,0,463.55,0.1702,0
63,476.8,49044.94,17,0,14,0,140.56,0.2064,0
35,112.53,2219.95,16,0,7,0,43.57,0.2817,0
50,324.61,17399.83,17,0,12,0,386.91,0.2242,0
38,387.07,1278.5,9,0,8,0,126.26,0.0203,0
33,215.2,39341.26,12,0,4,0,306.35,0.3888,0
32,65.93,27988.75,17,0,6,0,65.69,0.3089,1
71,133.67,637.09,5,0,6,0,367.06,0.1181,0
74,156.42,38540.33,5,0,11,0,461.31,0.3025,1
22,5026.74,10825.37,14,0,15,0,38.07,0.8105,1
78,131.51,11867.79,3,0,0,0,448.97,0.1195,0
23,331.66,30262.03,13,0,18,0,140.39,0.0309,0
55,148.09,1419.47,12,0,22,0,111.03,0.0288,0
20,209.78,36214.2,10,0,3,0,355.17,0.1666,0
65,160.43,16255.84,1,1,4,0,457.84,0.0283,1
29,496.41,21616.11,10,0,7,0,120.89,0.4325,0
53,2556.66,847.58,9,0,18,0,314.55,0.9383,1
50,193.08,11583.18,6,0,16,0,369.82,0.1482,0
53,65.83,29788.92,11,1,0,0,316.6,0.0648,0
50,396.43,17412.43,8,0,2,0,331.12,0.263,0
48,8745.35,24077.27,3,0,7,0,325.27,0.726,1
38,361.21,21200.73,8,0,1,0,70.51,0.3687,0
44,304.94,23119.8,17,0,4,0,312.31,0.3412,0
44,7300.7,11946.78,19,0,17,0,214.07,0.8075,1
25,3517.57,2091.59,17,0,4,0,20.84,0.7225,1
73,21.93,16645.18,12,0,13,0,388.37,0.0775,0
54,7491.99,17488.5,15,0,5,0,440.43,0.8298,1
79,155.83,30182.43,10,0,5,0,444.01,0.0528,0
49,441.4,47975.6,18,0,19,0,402.57,0.0452,0
43,169.22,13558.12,17,0,3,0,466.06,0.0273,0
19,251.29,23268.35,14,0,2,0,464.19,0.0352,0
29,494.08,15941.73,12,0,15,0,391.72,0.2139,0
39,245.1,13195.26,9,0,11,0,85.64,0.2842,0
34,405.66,36127.02,12,0,9,0,341.6,0.347,0
24,263.52,1680.96,7,0,22,0,339.92,0.2004,0
60,400.19,39587.9,4,0,11,0,487.12,0.2342,0
21,2200.95,41713.54,14,0,19,1,336.23,0.9402,1
54,38.23,34410.49,18,0,19,0,484.77,0.4789,0
55,309.56,13550.71,17,0,0,0,216.31,0.1781,0
49,351.39,46348.0,10,0,20,0,465.31,0.3869,0
28,451.84,32745.98,9,0,11,0,475.98,0.1087,0
18,317.2,48634.57,8,0,12,0,132.45,0.3933,0
42,378.16,18893.11,10,0,4,0,129.8,0.439,0
59,58.93,41274.63,4,0,9,0,337.04,0.2857,0
69,480.56,10962.29,5,0,2,0,397.49,0.0448,0
41,205.01,44418.32,9,0,13,0,207.35,0.3667,0
70,374.89,39131.9,8,0,17,0,440.65,0.1001,0
60,51.66,44794.69,15,0,3,0,41.06,0.0284,0
73,159.87,39087.01,7,0,16,0,325.55,0.1539,0
34,329.12,12902.42,4,0,2,0,318.91,0.3513,0
25,54.49,11747.74,1,0,14,0,183.83,0.4656,0
76,462.19,4583.12,1,0,11,0,353.14,0.3791,0
62,83.24,25473.71,13,0,14,0,142.5,0.1697,0
44,382.87,23378.37,11,0,21,0,330.54,0.3962,0
69,220.86,11167.85,1,0,21,0,42.04,0.3992,0
35,6127.49,27343.16,1,0,18,0,188.89,0.8951,1
44,457.2,9330.31,11,0,21,0,91.68,0.458,0
39,295.98,19537.19,10,0,20,0,105.28,0.369,0
33,7317.88,8086.59,1,0,15,0,56.29,0.9223,1
19,185.16,37954.28,15,0,15,0,374.88,0.2327,0
22,133.29,38032.91,10,0,15,0,39.76,0.2514,0
35,491.29,43667.72,13,0,9,0,101.34,0.33,0
20,188.18,26854.48,15,0,13,0,268.22,0.245,0
44,48.92,31520.67,11,0,0,0,276.84,0.3704,0
71,279.67,31875.37,15,0,10,0,417.5,0.0609,0
34,281.57,8633.95,9,0,9,0,216.15,0.0056,0
33,173.42,19067.58,16,0,15,0,336.01,0.2527,0
23,170.24,47089.97,6,0,21,0,135.54,0.1601,0
68,183.32,14867.76,4,0,5,0,105.26,0.3929,0
24,32.59,29346.56,9,0,10,0,348.56,0.0197,0
67,296.58,30492.09,7,0,14,0,349.15,0.2709,0
31,49.19,37231.96,18,0,23,0,126.13,0.089,0
55,352.59,10712.37,18,0,10,1,252.91,0.1401,0
57,493.11,45717.19,7,0,22,0,314.42,0.2509,0
32,72.11,48872.5,1,0,10,0,255.24,0.0022,0
64,406.65,26792.17,3,0,6,0,355.75,0.3472,0
64,388.36,21430.1,11,0,10,0,438.34,0.0914,0
65,111.6,11869.06,2,0,17,0,410.41,0.385,0
50,287.5,21980.44,12,0,18,0,70.58,0.4756,0
60,333.03,47172.15,5,1,13,0,150.54,0.2761,0
44,328.78,4690.86,6,0,13,0,112.7,0.3995,0
46,402.9,18967.67,19,0,15,0,359.59,0.1603,0
74,277.25,40929.39,19,0,7,0,405.86,0.0975,0
54,286.47,37410.14,4,0,4,0,214.55,0.339,0
22,161.64,28875.51,9,1,11,0,90.96,0.2962,0
46,437.96,39084.63,17,0,20,0,127.24,0.3019,0
49,43.16,36399.98,5,0,2,0,258.06,0.4958,0
77,9534.71,31337.85,15,0,11,0,464.3,0.9194,1
70,67.87,32479.79,14,0,0,0,204.28,0.1779,0
23,447.59,17320.85,9,0,14,0,386.74,0.2284,0
19,8.67,28999.83,8,0,19,0,349.88,0.1339,0
23,375.63,11925.38,11,0,22,0,250.69,0.4362,0
63,48.24,46463.48,9,0,21,0,285.39,0.3602,0
60,100.24,24533.73,7,0,21,1,34.47,0.0917,0
21,329.9,35218.13,19,0,6,0,315.05,0.0467,0
73,473.51,2085.27,6,0,17,0,402.55,0.145,0
46,142.88,32133.79,1,0,11,0,301.88,0.1933,0
76,471.75,30815.94,14,1,22,0,424.02,0.4183,0
42,387.08,16684.74,19,0,9,0,83.66,0.2562,0
26,463.79,45068.94,11,0,13,0,85.12,0.1442,0
73,184.16,44539.12,18,0,3,0,166.27,0.1874,0
20,290.03,11805.28,16,0,6,0,321.62,0.3327,0
43,6.04,37360.18,5,0,8,0,138.91,0.3299,0
65,416.4,8615.82,13,0,14,0,115.7,0.1459,0
60,310.94,37946.96,15,0,3,0,39.42,0.3309,0
44,25.09,21985.27,11,0,7,0,225.75,0.0016,0
53,6.1,48917.61,6,0,23,0,51.22,0.3476,0
49,2566.85,26730.24,2,0,0,0,174.99,0.9006,1
18,88.36,22085.13,12,0,2,0,303.38,0.4053,0
74,126.04,22247.2,17,0,21,0,131.24,0.2134,0
70,416.95,27068.61,19,0,4,0,161.27,0.2774,0
71,276.91,4530.33,18,1,15,0,179.01,0.3021,0
33,479.13,15885.08,18,0,6,0,328.5,0.4742,0
68,41.41,42661.96,17,0,23,0,1.59,0.3149,0
65,1999.2,43840.77,1,0,6,0,484.89,0.7825,1
28,163.44,30806.35,19,0,20,0,287.13,0.1558,0
43,336.49,31205.94,4,0,22,0,5.59,0.1819,0
57,359.25,1160.96,18,1,8,0,304.07,0.0796,0
72,54.72,32037.37,16,0,11,0,158.09,0.2073,0
18,472.08,22584.37,3,0,1,0,355.04,0.2367,0
43,94.82,46814.87,19,0,20,0,69.88,0.2835,0
45,308.99,47422.18,17,0,23,0,171.36,0.472,0
70,65.48,42207.66,1,0,20,0,270.82,0.1321,0
75,348.3,1580.45,18,0,20,0,159.67,0.4923,0
26,203.87,16194.04,12,0,16,0,7.95,0.2988,0
77,386.51,42186.15,2,0,5,0,291.97,0.2563,0
76,125.28,17179.73,14,0,17,0,385.2,0.4832,0
61,368.18,27989.52,11,0,0,0,153.74,0.0637,0
39,187.84,49964.25,3,0,8,0,307.13,0.4562,0
25,102.64,19935.37,15,0,1,1,237.67,0.1052,0
75,85.76,37952.83,4,0,8,0,148.88,0.2443,0
66,370.5,27500.5,13,0,21,0,441.88,0.4025,1
59,441.06,35938.47,4,0,19,0,418.88,0.1796,0
44,378.98,32946.64,7,1,16,0,11.51,0.3255,0
56,463.3,43154.5,19,0,23,0,56.12,0.0087,0
36,393.32,1504.39,4,0,7,0,428.52,0.397,0
42,475.45,7567.36,2,0,3,0,240.92,0.0297,0
55,38.25,3761.82,10,0,7,0,279.12,0.1083,0
38,245.21,20993.09,19,0,22,0,396.97,0.4344,0
41,315.3,1550.84,9,0,7,0,249.57,0.3966,0
41,355.93,6628.13,16,0,10,0,43.58,0.467,0
77,18.4,5504.62,7,0,8,0,48.19,0.102,0
77,2258.78,4845.49,13,0,23,0,363.27,0.8848,1
36,264.45,23028.18,5,0,15,0,41.23,0.0884,0
67,435.78,27592.36,17,0,15,0,150.5,0.369,0
64,203.86,9944.39,3,0,8,0,255.5,0.0376,0
19,401.3,6513.1,16,0,11,0,24.44,0.3788,0
31,481.73,3782.13,10,0,4,0,327.0,0.0056,0
70,281.62,38933.05,15,0,10,0,408.12,0.3109,0
49,141.87,20182.03,3,0,8,0,136.31,0.3807,0
59,18.08,6488.76,14,0,12,0,456.41,0.2518,0
49,272.68,49378.9,15,0,23,0,435.21,0.2745,0
45,180.75,5157.93,8,0,10,0,157.06,0.4836,0
65,14.9,25030.13,6,0,23,0,499.91,0.3465,0
56,5804.74,23785.64,6,0,5,0,96.15,0.7903,1
57,113.82,27248.1,1,1,23,0,92.09,0.2488,0
59,39.61,46362.48,7,0,12,0,134.48,0.4488,0
64,30.13,25836.23,16,0,6,0,216.5,0.1695,0
57,3378.85,17567.06,7,0,17,0,19.64,0.969,1
30,34.44,27508.81,14,0,23,0,489.76,0.248,0
29,300.61,39814.21,12,0,18,0,109.37,0.0862,0
25,411.41,18683.02,5,0,5,0,320.87,0.1559,0
32,257.58,45203.65,16,0,14,0,302.52,0.12,0
43,308.51,9612.46,11,0,0,0,479.86,0.1203,0
29,235.98,45134.61,13,0,13,0,320.43,0.4462,0
60,285.08,34305.82,2,0,23,0,37.24,0.31,0
68,118.73,36068.04,1,0,7,0,313.93,0.422,0
63,388.89,41934.84,2,0,2,0,13.19,0.0062,0
44,373.35,31980.89,5,0,2,0,380.51,0.1241,0
35,479.76,6406.47,14,0,16,0,448.14,0.2364,0
62,334.44,260.32,18,0,11,0,87.84,0.0162,0
53,456.05,43456.32,10,0,9,0,452.81,0.491,0
66,370.14,49482.45,2,0,0,0,220.79,0.3007,0
68,116.8,34388.94,13,0,0,0,342.52,0.0906,0
44,459.87,25545.78,1,1,8,0,405.21,0.4199,0
26,9095.2,38981.24,11,1,14,0,64.89,0.8013,1
72,437.31,8524.99,8,0,13,0,139.94,0.0475,0
56,489.92,24559.68,1,0,14,0,181.54,0.299,0
18,96.5,48891.5,1,0,21,0,427.82,0.4106,0
24,59.13,37274.23,2,1,21,0,140.65,0.4139,0
43,204.57,23696.57,10,0,18,0,494.35,0.3821,0
24,413.98,31045.63,1,0,9,0,403.64,0.2556,0
69,438.37,8641.16,13,0,13,0,482.21,0.3621,0
24,5253.01,36847.02,13,0,23,0,340.27,0.9383,1
25,144.07,31402.51,16,0,11,0,329.93,0.1338,0
33,408.81,30838.38,13,0,2,0,63.01,0.167,0
20,267.69,40971.68,8,1,12,0,203.97,0.204,0
62,239.07,18269.59,9,0,19,0,67.02,0.3857,0
27,26.55,10190.03,8,0,13,0,444.77,0.2898,0
67,336.37,49464.89,3,0,1,0,62.91,0.1758,0
24,489.68,12686.16,8,1,21,0,90.38,0.2994,0
38,421.45,14749.92,16,0,6,0,208.68,0.4378,0
70,422.56,21744.97,16,0,22,0,314.2,0.3495,0
79,198.73,16143.42,4,0,20,0,300.14,0.2287,0
54,441.82,28856.82,10,0,5,0,405.81,0.3756,0
48,197.86,25541.45,11,0,21,0,183.54,0.2266,0
40,5988.98,11072.51,3,0,22,0,232.63,0.941,1
74,442.6,21598.89,4,0,3,0,49.24,0.3133,0
44,231.16,21879.1,15,1,8,0,208.37,0.3527,0
73,100.19,25217.27,2,0,20,0,71.96,0.2452,0
39,1759.89,27474.49,7,0,2,0,50.09,0.8716,1
56,327.48,29104.53,16,1,7,0,352.39,0.2289,0
74,373.77,5486.58,10,0,10,0,117.2,0.2986,0
79,303.76,12219.09,4,0,11,0,152.02,0.3018,0
44,419.26,17307.67,15,1,12,0,486.2,0.2768,0
71,9739.35,21766.22,1,1,16,0,155.1,0.7291,1
66,227.15,36951.53,3,1,4,0,253.88,0.3833,0
21,127.11,21719.53,10,0,2,0,197.81,0.014,0
41,342.96,11641.92,18,0,14,0,175.31,0.3806,0
40,374.48,36756.28,18,0,12,0,32.45,0.0643,0
65,148.97,17148.41,10,0,9,0,338.99,0.2651,0
36,393.5,45253.02,18,0,8,0,131.2,0.3364,0
59,28.8,43890.41,2,0,18,0,381.53,0.2471,1
20,239.03,45956.87,16,0,1,0,397.96,0.3921,0
44,47.39,6556.86,19,0,12,0,12.78,0.1518,0
20,259.19,22797.77,17,0,12,0,426.5,0.1775,0
45,187.17,43002.41,14,0,1,0,22.41,0.1575,0
34,416.61,42780.34,17,0,13,0,334.74,0.3483,0
48,331.36,20023.77,5,0,16,0,106.37,0.0176,0
27,94.45,7233.51,13,0,0,0,86.34,0.2857,0
66,310.6,39575.34,18,0,9,0,320.47,0.2735,0
39,156.17,26221.08,13,1,8,0,204.07,0.0951,0
47,55.58,16661.32,6,0,11,0,26.34,0.0027,0
79,22.57,40003.3,3,0,15,0,456.2,0.3481,0
66,188.05,12583.5,16,0,16,0,372.34,0.0335,0
38,258.12,4287.76,15,0,8,0,188.34,0.3838,0
53,114.65,6994.73,10,0,15,0,349.87,0.1804,0
70,64.16,43505.71,9,0,2,0,77.54,0.2303,0
40,494.32,12055.59,11,0,15,0,237.58,0.3258,0
55,54.1,19255.82,18,0,19,0,278.04,0.1538,0
29,256.83,28470.77,12,1,4,0,289.26,0.4562,0
42,335.27,6174.98,7,0,12,0,14.99,0.2077,0
71,454.45,21916.46,12,1,19,0,331.19,0.4325,0
74,12.39,44594.6,12,0,19,0,125.93,0.2908,0
37,7129.51,31782.45,15,0,1,0,195.95,0.9272,1
66,294.61,5983.87,4,0,17,0,55.78,0.1264,0
66,156.81,26972.14,18,0,3,0,48.47,0.0164,0
59,325.69,39102.02,16,0,1,1,192.72,0.1218,0
24,9777.69,25805.1,15,0,2,0,235.74,0.9011,1
46,220.36,25877.1,13,0,12,0,32.98,0.2361,0
65,475.35,41749.98,12,0,16,0,271.06,0.4123,0
46,7051.75,5214.45,4,0,3,0,44.07,0.8801,1
30,127.23,15936.29,7,0,19,0,286.51,0.4828,0
20,30.74,49833.68,1,0,14,0,425.43,0.3969,0
19,214.78,41180.96,14,0,2,0,339.81,0.3758,0
33,426.54,12880.54,2,0,6,0,161.64,0.1202,0
47,6894.93,35834.9,18,0,0,0,378.61,0.7611,1
55,217.56,14029.02,10,0,22,0,304.75,0.2504,0
23,1408.43,40846.61,10,0,11,1,122.05,0.7602,1
62,356.23,39147.18,1,0,21,0,10.61,0.3264,0
24,3292.86,38766.75,4,0,11,0,495.88,0.8991,1
22,401.87,2895.24,11,0,23,0,363.53,0.2092,0
73,176.52,45974.07,10,0,4,0,486.21,0.3606,0
24,359.94,40729.98,15,1,15,1,52.45,0.4926,0
51,9896.47,16816.75,9,0,4,0,13.99,0.8252,1
49,416.29,25029.09,12,0,6,0,171.64,0.2283,0
66,52.48,40561.66,12,0,6,1,379.88,0.3518,0
30,43.78,49798.0,10,0,0,0,399.8,0.1375,0
47,6111.48,47623.0,13,0,3,0,306.84,0.7944,1
42,187.61,30930.79,16,0,4,0,491.11,0.4134,0
38,262.07,25956.62,10,0,13,0,100.94,0.2847,0
77,88.03,11496.55,11,1,17,0,461.48,0.1809,0
76,273.55,17747.19,7,0,22,0,169.67,0.2744,0
38,296.17,1862.54,12,0,22,0,344.44,0.2988,0
45,204.38,31309.78,10,0,7,0,451.0,0.2935,0
65,79.31,16082.42,6,0,7,0,324.51,0.0075,0
75,427.85,18604.72,11,0,12,0,409.63,0.4919,0
37,123.35,12337.39,14,0,0,0,130.82,0.0249,0
51,220.82,3275.04,8,0,20,0,176.47,0.1677,0
22,132.91,37990.9,9,0,13,0,209.61,0.0277,0
35,104.27,23536.33,17,0,19,0,321.85,0.2213,0
77,39.41,45929.13,5,0,9,0,255.7,0.4724,0
56,56.41,8669.04,2,0,5,0,335.99,0.0106,0
60,95.75,47837.86,15,0,7,0,111.32,0.225,0
74,139.36,33728.16,17,0,2,0,106.56,0.4126,0
74,142.01,29579.45,14,0,22,0,387.51,0.2214,0
28,2907.79,49008.92,14,0,21,0,16.15,0.701,1
71,149.14,6241.03,11,0,16,0,373.57,0.2439,0
34,202.67,28015.96,16,0,23,0,121.34,0.0508,0
65,64.31,43638.49,1,0,11,0,11.05,0.1232,0
62,130.32,40539.4,18,0,12,0,254.31,0.3304,0
39,388.98,27682.32,13,0,10,0,319.59,0.4678,0
54,298.67,11142.83,16,0,9,0,271.25,0.3659,0
37,101.65,13806.72,7,0,17,0,62.69,0.1238,0
65,492.16,19070.43,13,0,11,0,382.45,0.339,0
77,139.13,5719.28,19,0,12,0,121.74,0.0306,0
71,5.38,45399.62,4,0,5,0,332.2,0.2349,0
71,180.59,18798.19,13,0,13,0,96.02,0.3622,0
65,368.76,36700.02,17,0,8,0,471.3,0.0038,0
65,250.28,23487.7,10,0,8,0,245.9,0.1701,0
63,415.41,7801.78,2,1,0,0,409.24,0.1332,0
23,401.68,38144.96,18,0,5,0,471.7,0.085,0
51,384.77,15900.4,14,0,10,0,159.0,0.4707,0
31,261.87,28743.45,12,0,22,0,324.79,0.1959,0
65,162.64,44731.65,9,0,4,0,115.83,0.3787,0
40,369.37,43917.9,13,0,13,0,45.36,0.4777,0
79,4716.98,3198.95,10,0,8,0,252.91,0.7737,1
37,486.3,40889.7,12,0,19,0,300.28,0.4301,0
30,18.6,9788.93,5,0,10,0,147.14,0.4968,0
64,491.88,29055.96,5,0,5,0,373.09,0.0507,0
61,392.94,11144.95,7,0,11,0,88.44,0.0203,0
58,154.66,17166.62,15,1,4,0,427.4,0.0025,0
49,412.01,34426.65,18,0,8,0,381.67,0.2052,0
43,313.56,1031.82,12,0,6,0,250.97,0.3664,0
67,74.52,47363.13,7,0,6,0,163.99,0.1477,0
70,144.75,45463.94,3,0,8,0,176.51,0.2422,0
31,35.1,17289.36,18,0,0,0,381.0,0.2287,0
69,20.94,41038.74,17,0,11,0,278.63,0.2434,0
74,3106.83,13017.62,15,0,11,0,455.46,0.7872,1
53,42.66,1983.13,18,0,4,0,420.87,0.3517,0
25,381.33,44147.34,7,0,19,0,216.4,0.1993,0
57,416.93,19607.93,5,0,11,0,390.22,0.0929,0
39,388.39,27581.65,1,1,22,0,127.94,0.4239,0
39,157.12,45324.28,16,0,2,0,465.62,0.2086,0
33,209.2,45117.71,11,0,5,0,469.02,0.1405,0
44,425.3,44518.88,11,0,4,0,125.35,0.4567,0
73,8816.17,17909.53,16,0,3,0,320.75,0.9278,1
77,366.39,42654.42,17,0,12,0,351.25,0.3721,0
78,292.08,32368.01,9,1,14,0,382.04,0.2801,0
77,31.62,38964.93,1,0,2,0,270.17,0.237,0
27,5130.44,38126.79,19,0,3,0,12.02,0.7941,1
42,150.76,36737.79,14,0,13,0,407.56,0.2722,0
48,383.4,23860.45,19,0,12,1,118.99,0.2455,0
38,64.71,43327.83,11,0,21,0,490.96,0.0648,1
44,318.82,33294.0,6,1,16,0,307.37,0.0256,0
34,6223.32,28378.44,1,0,2,1,44.13,0.8123,1
50,363.34,2762.5,9,0,17,0,491.48,0.1648,0
48,1650.96,10485.8,4,0,18,0,238.83,0.9204,1
67,144.37,16540.56,19,0,13,0,119.94,0.1946,0
59,430.34,37358.05,17,0,21,0,331.71,0.1777,0
43,459.96,49251.63,11,0,0,0,403.32,0.0515,0
38,171.7,35113.04,5,0,14,0,101.88,0.2515,0
53,402.53,21243.47,19,0,3,0,238.9,0.2121,0
18,348.43,17793.53,15,0,20,0,283.1,0.1404,0
21,241.49,23870.41,11,0,1,0,94.4,0.4371,0
21,235.59,19377.28,6,0,14,0,172.36,0.3688,0
43,474.64,815.43,12,0,8,0,365.69,0.4842,0
21,146.26,258.23,11,0,9,0,330.42,0.426,0
66,324.61,42314.12,13,0,16,0,399.0,0.046,0
26,142.12,15469.51,17,0,9,0,193.86,0.295,0
47,4553.92,15252.82,9,0,5,0,177.98,0.7229,1
68,147.98,27580.91,17,0,20,0,363.85,0.4761,0
62,23.93,21299.1,5,0,15,0,41.46,0.2429,0
21,92.01,1752.79,16,0,19,0,148.62,0.3622,0
22,163.78,20793.33,17,0,21,0,63.75,0.4632,0
78,313.89,20527.46,2,0,17,0,369.76,0.4397,0
62,159.15,34589.27,4,0,16,0,344.94,0.1864,0
40,74.49,2331.71,3,0,22,0,453.2,0.1339,0
33,6698.14,29878.69,15,0,9,0,258.66,0.8089,1
39,320.39,9471.6,8,0,14,0,45.99,0.0388,0
54,417.21,37595.18,15,0,13,0,86.09,0.1627,0
25,283.71,2933.52,6,0,1,0,60.92,0.4824,0
65,218.56,46929.76,19,0,15,0,457.52,0.0869,0
79,183.51,23174.96,15,0,4,0,132.42,0.3345,1
50,5248.17,19378.71,15,0,11,0,223.68,0.7505,1
72,388.3,26142.73,14,0,10,0,203.57,0.3909,0
77,301.38,32906.38,12,0,14,0,238.88,0.3245,0
55,22.92,756.53,7,0,11,0,426.72,0.3591,0
60,175.68,7446.3,19,0,8,0,489.35,0.1416,0
33,21.69,41169.82,12,0,16,1,248.64,0.464,0
22,410.41,45329.28,13,0,1,0,412.8,0.0476,0
33,340.48,13763.46,18,0,9,0,340.86,0.2261,0
24,232.91,32746.21,5,0,17,0,33.74,0.0908,0
68,9291.45,47628.38,12,0,7,0,492.92,0.8393,1
18,363.22,626.58,11,0,18,0,420.88,0.0997,0
26,438.59,15661.6,7,0,0,0,225.04,0.3306,0
35,310.7,40011.63,19,0,0,0,442.67,0.3328,0
62,95.91,44502.11,19,0,11,0,330.23,0.0493,0
75,239.27,35155.75,4,0,4,0,424.2,0.0083,0
64,7.02,44399.33,5,0,15,0,48.74,0.3739,0
20,39.5,2796.69,5,0,10,0,208.42,0.3741,0
41,322.59,14516.45,17,0,14,0,154.23,0.1473,0
45,445.91,10907.19,15,0,4,0,193.56,0.1752,0
27,90.54,18286.78,7,0,23,0,292.76,0.4941,0
26,168.6,21269.97,6,0,8,0,6.39,0.1992,0
30,185.75,10934.38,9,0,12,0,365.93,0.0684,0
65,129.66,46315.45,18,0,4,0,428.87,0.3715,0
52,141.07,6226.2,16,0,22,0,375.32,0.4531,0
71,495.07,38750.5,13,0,12,0,132.74,0.3051,0
40,177.89,44573.44,12,0,8,0,293.01,0.0725,0
64,467.19,20251.33,12,0,14,0,197.56,0.0887,0
34,200.38,26377.06,9,0,5,0,437.22,0.1921,0
63,6618.95,45226.72,1,0,4,0,101.67,0.781,1
24,129.92,7611.23,9,0,19,0,385.73,0.3183,0
69,349.41,6467.73,2,0,21,0,231.29,0.0094,0
33,366.18,2552.28,13,0,11,0,63.5,0.0048,0
70,346.34,43204.86,4,1,4,0,481.7,0.2738,0
57,7094.39,11985.63,17,0,7,0,384.38,0.7461,1
53,332.29,24405.38,12,0,15,0,84.87,0.4257,0
37,403.6,14368.41,14,0,12,0,344.94,0.2033,0
41,199.51,49267.96,17,0,23,0,92.37,0.1637,0
64,300.26,41001.09,6,0,8,0,230.6,0.0353,0
22,217.18,33574.95,17,0,3,0,277.26,0.262,0
62,208.79,45327.76,12,0,17,0,18.65,0.0047,0
23,50.52,12505.77,18,0,8,0,152.53,0.0544,0
45,253.4,14329.09,4,0,3,0,87.12,0.3461,0
76,34.8,39979.84,8,0,1,0,18.97,0.1159,0
79,279.04,11723.41,1,0,4,0,388.14,0.3452,0
22,429.97,31036.73,8,0,4,0,149.49,0.0185,0
66,185.03,35968.25,4,0,5,0,417.72,0.0243,0
56,448.37,18556.61,17,0,14,0,487.06,0.0224,0
55,445.78,35672.32,15,0,16,0,331.89,0.3736,0
19,9663.06,3199.22,8,0,3,0,402.77,0.8034,1
60,358.11,20418.83,3,0,8,0,210.98,0.0175,0
56,87.8,37395.59,2,0,8,0,22.89,0.3731,0
71,137.19,26589.97,11,0,13,0,450.6,0.2008,0
38,458.54,35347.47,5,0,14,0,327.75,0.2569,0
57,425.41,27799.58,6,0,23,0,216.33,0.2538,0
54,187.27,17519.41,3,0,7,0,422.27,0.2828,0
76,394.33,13967.72,13,0,0,0,31.06,0.0648,0
35,450.2,23666.32,6,0,11,0,122.21,0.4994,0
71,464.21,14001.43,13,0,23,0,246.24,0.0058,0
65,368.79,23467.49,1,0,16,0,57.26,0.1143,0
63,290.99,18660.86,17,0,4,0,139.26,0.4446,0
29,124.93,8179.85,16,1,17,0,202.95,0.4132,0
34,254.93,35356.34,1,0,14,0,84.58,0.2916,0
54,141.04,10173.12,16,0,23,0,37.24,0.3732,0
63,416.96,49362.46,11,0,0,0,442.06,0.368,0
55,425.97,46543.15,3,0,16,0,367.86,0.4376,0
32,370.52,48613.63,12,0,10,0,244.63,0.1104,0
24,338.66,29126.39,7,0,6,0,218.51,0.1636,0
31,465.73,5818.0,14,0,9,0,462.73,0.1335,0
67,154.61,48623.05,2,0,1,0,173.65,0.4834,0
18,398.25,9441.44,13,0,6,0,266.1,0.3637,0
55,439.2,33158.09,6,0,23,0,76.6,0.4809,0
20,165.21,318.54,2,1,6,0,459.11,0.2496,0
54,169.63,40542.09,6,0,2,0,170.32,0.2194,0
61,20.36,26400.23,11,0,8,0,79.42,0.0517,0
48,28.2,13605.46,6,0,14,0,113.08,0.2732,0
60,464.82,5964.7,10,0,21,0,308.07,0.3496,0
30,171.25,38371.25,15,0,15,0,214.11,0.3394,0
65,6718.08,1689.33,12,0,1,0,27.26,0.9307,1
35,303.03,32887.4,12,0,17,0,269.61,0.4433,0
34,13.32,46442.36,17,0,2,0,123.37,0.334,0
34,43.05,22302.08,16,0,0,0,182.74,0.2432,0
78,220.38,11122.78,11,0,7,0,126.98,0.0335,0
28,23.1,3247.56,17,0,11,0,378.73,0.0754,0
37,227.86,13124.7,3,0,4,0,143.73,0.1482,0
27,115.24,26453.21,17,0,16,0,463.34,0.0325,0
46,32.27,44600.18,15,0,9,0,18.95,0.4636,0
65,41.07,34972.96,3,0,14,0,86.28,0.3969,1
51,128.79,35548.19,11,0,1,0,470.56,0.0557,0
34,4089.56,23230.08,8,0,6,0,477.05,0.9139,1
71,240.19,44652.61,4,0,12,0,59.15,0.224,0
79,322.41,43230.55,18,1,20,0,176.23,0.2991,0
69,152.24,12538.51,6,0,13,0,274.76,0.2307,0
